,Age,Industry,Job title,Annual Salary(USDA),Working In,City,Years of Experience,Present Field Experience,Education,Gender,Race
15023,25-34,Health care,Contact Tracer,61339,Australia,Sydney,8 - 10 years,2 - 4 years,College degree,Woman,White
15024,35-44,"Accounting, Banking & Finance",Consumer Loans Assistant Manager,70000,United states,Portland,11 - 20 years,11 - 20 years,High School,Woman,White
15025,25-34,Nonprofits,Manager of Campaigns,69800,United states,DC,8 - 10 years,8 - 10 years,College degree,Woman,White
15026,45-54,Transport or Logistics,Application Support Specialist II,85000,United states,Remote,11 - 20 years,11 - 20 years,College degree,Non-binary,White
15027,35-44,"Accounting, Banking & Finance",Assistant Controller ,150000,United states,New York,11 - 20 years,11 - 20 years,College degree,Man,White
15028,25-34,Computing or Tech,Lead Software Developer,47340,United kingdom,Cambridge,5-7 years,5-7 years,Master's degree,Man,White
15029,35-44,Education (Higher Education),Office & Lab Manager ,32000,United states,Gainesville ,11 - 20 years,2 - 4 years,Master's degree,Woman,White
15030,25-34,Media & Digital,Demand Planning Analyst,90100,United states,Seattle,5-7 years,5-7 years,College degree,Man,White
15031,35-44,Computing or Tech,Principal Engineer,195000,United states,Chicago,11 - 20 years,11 - 20 years,High School,Man,White
15032,25-34,Law,Paralegal,37000,United states,San Jose,5-7 years,1 year or less,Some college,Non-binary,White
15033,45-54,Education (Higher Education),"Assistant Director, HR",60000,United states,nashville,11 - 20 years,8 - 10 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
15034,35-44,Nonprofits,Executive Administrative Assistant,45000,United states,Pittsburgh,11 - 20 years,11 - 20 years,Master's degree,Woman,Asian or Asian American
15035,25-34,Retail,Sales support specialist ,62000,United states,New York City,8 - 10 years,2 - 4 years,College degree,Woman,White
15036,25-34,Retail,Communications Specialist,41720,United kingdom,Toronto,11 - 20 years,8 - 10 years,Master's degree,Woman,White
15037,35-44,Health care,Occupational therapist ,32752,United kingdom,Manchester ,11 - 20 years,1 year or less,Master's degree,Woman,White
15038,35-44,Computing or Tech,Principal Product Designer,175000,United states,"Los Angeles, CA",11 - 20 years,8 - 10 years,College degree,Woman,"Asian or Asian American, White"
15039,25-34,Video Games,Narrative Editor,95000,United states,Los Angeles,5-7 years,2 - 4 years,College degree,Man,"Black or African American, White"
15040,25-34,"Accounting, Banking & Finance",Investment analyst,90000,United states,Portland,5-7 years,2 - 4 years,College degree,Woman,White
15041,25-34,"Marketing, Advertising & PR",Senior Global Content Strategist,91000,United states,Austin,5-7 years,5-7 years,College degree,Woman,White
15042,25-34,Health care,Medical Affairs Specialist II,95000,United states,Minneapolis metro,8 - 10 years,2 - 4 years,PhD,Woman,White
15043,25-34,Recruitment or HR,HR Project Manager,100000,United states,Boston,2 - 4 years,2 - 4 years,College degree,Woman,White
15044,25-34,Computing or Tech,Product Manager,130000,United states,Austin ,5-7 years,2 - 4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
15045,18-24,"Accounting, Banking & Finance",Accountant,46025,United kingdom,Sheffield,8 - 10 years,5-7 years,College degree,Man,White
15046,45-54,Museums,Chief Curator,128000,United states,Los Angeles,11 - 20 years,11 - 20 years,PhD,Man,White
15047,25-34,Media & Digital,Contributing Writer,30000,United states,Deland,5-7 years,2 - 4 years,Some college,Man,White
15048,25-34,Business or Consulting,Production Manager,117500,United states,Chicago,8 - 10 years,5-7 years,Master's degree,Man,White
15049,45-54,Health care,Strategic Account Executive ,140000,United states,Remote ,11 - 20 years,11 - 20 years,College degree,Woman,White
15050,55-64,Education (Higher Education),Director,100575,United kingdom,vancouver,21 - 30 years,21 - 30 years,PhD,Woman,White
15051,35-44,Education (Higher Education),Student Affairs Manager,70000,United states,San Diego,11 - 20 years,11 - 20 years,Master's degree,Woman,White
15052,25-34,"Accounting, Banking & Finance",Research Analyst,52500,United states,New York,2 - 4 years,2 - 4 years,Master's degree,Woman,White
15053,35-44,Utilities & Telecommunications,Scripter,40000,United states,Telecommute,11 - 20 years,11 - 20 years,Some college,Woman,White
15054,45-54,Media & Digital,Managing Editor,69000,United states,Remote,21 - 30 years,21 - 30 years,College degree,Man,White
15055,25-34,Automotive,Project Lead,71000,United states,Mount Laurel,5-7 years,1 year or less,Master's degree,Man,White
15056,35-44,Computing or Tech,Corporate Counsel,126000,United states,New York,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)",Man,White
15057,25-34,Engineering or Manufacturing,Marine engineer ,58806,United kingdom,Plymouth,8 - 10 years,5-7 years,College degree,Woman,White
15058,25-34,Computing or Tech,Junior Software Developer,34190,United kingdom,Edinburgh,5-7 years,2 - 4 years,Some college,Non-binary,White
15059,35-44,"Accounting, Banking & Finance",Accounts Payable ,41000,United states,Dallas,8 - 10 years,8 - 10 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
15060,45-54,Computing or Tech,Senior Software ENgineer,142000,United states,Boston,21 - 30 years,21 - 30 years,Master's degree,Man,White
15061,25-34,Computing or Tech,customer service rep,50000,United states,Brooklyn,11 - 20 years,2 - 4 years,College degree,Man,White
15062,25-34,Sales,Sales Engineer,100000,United states,San Diego,5-7 years,2 - 4 years,PhD,Man,"Hispanic, Latino, or Spanish origin"
15063,25-34,Computing or Tech,Senior Software Engineer,98493,United kingdom,London,11 - 20 years,11 - 20 years,College degree,Man,"Hispanic, Latino, or Spanish origin"
15064,35-44,"Marketing, Advertising & PR",Operations Assistant,36600,United states,Minneapolis,11 - 20 years,2 - 4 years,Master's degree,Man,White
15065,18-24,Insurance,Clinical Support Coordinator ,41600,United states,Boston,8 - 10 years,1 year or less,Some college,Woman,Black or African American
15066,45-54,Computing or Tech,Sr. Software Engineer,115000,United states,Irvine,21 - 30 years,21 - 30 years,College degree,Man,White
15067,35-44,Nonprofits,Head of Technical Services,76000,United states,Portland,11 - 20 years,11 - 20 years,Master's degree,Woman,White
15068,35-44,Law,Associate,305000,United states,Boston,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Man,White
15069,35-44,"Accounting, Banking & Finance",Analytic Consultant,90000,United states,Beaverton,21 - 30 years,11 - 20 years,Master's degree,Man,White
15070,45-54,Computing or Tech,"Product Manager, Director",149000,United kingdom,Toronto,21 - 30 years,21 - 30 years,Some college,Man,White
15071,35-44,Education (Higher Education),Library Technician,51584,United states,Fairbanks,11 - 20 years,11 - 20 years,College degree,Man,White
15072,35-44,Government and Public Administration,Research Scientist,92000,United states,Seattle,8 - 10 years,8 - 10 years,PhD,Man,White
15073,35-44,Life Sciences ,Senior statistical analytical programmwr,90735,United kingdom,London,11 - 20 years,5-7 years,PhD,Man,White
15074,25-34,Computing or Tech,IT Asset Management Specialist,59600,United kingdom,Ottawa,5-7 years,5-7 years,Some college,Man,White
15075,25-34,Law,Associate Attorney,245000,United states,San Francisco,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Man,White
15076,25-34,"Marketing, Advertising & PR",Editor ,55000,United states,Remote,11 - 20 years,5-7 years,College degree,Woman,White
15077,25-34,Entertainment,Talent Relations Manager ,87000,United states,New York ,8 - 10 years,8 - 10 years,College degree,Woman,White
15078,25-34,Property or Construction,Project Manager ,105500,United states,Seattle,8 - 10 years,5-7 years,College degree,Woman,White
15079,45-54,Media & Digital,Producer,104000,United states,Seattle,21 - 30 years,21 - 30 years,College degree,Man,Asian or Asian American
15080,35-44,Nonprofits,Campus Rabbi,120000,United states,New York,21 - 30 years,21 - 30 years,"Professional degree (MD, JD, etc.)",Man,White
15081,45-54,"Marketing, Advertising & PR",Production assistant,27000,United states,Colorado Springs,21 - 30 years,8 - 10 years,Some college,Woman,White
15082,35-44,Utilities & Telecommunications,Communications Manager,56992,United kingdom,Mississauga ,8 - 10 years,2 - 4 years,College degree,Woman,White
15083,25-34,Engineering or Manufacturing,Continuous improvement manager,73500,United states,Rural town,1 year or less,1 year or less,College degree,Woman,White
15084,25-34,Engineering or Manufacturing,Procurement Manager,68643,United kingdom,Brighton,5-7 years,5-7 years,College degree,Woman,White
15085,25-34,Computing or Tech,Content Director,90000,United states,New York City,8 - 10 years,5-7 years,College degree,Woman,White
15086,25-34,Computing or Tech,Software Engineer 3,135000,United states,Not Detroit,8 - 10 years,5-7 years,College degree,Man,White
15087,25-34,Healthcare technology ,Project Manager,83900,United states,Arlington,8 - 10 years,2 - 4 years,Master's degree,Woman,White
15088,35-44,Education (Higher Education),Library Assistant,34782,Ireland,Dublin,8 - 10 years,1 year or less,Master's degree,Man,White
15089,55-64,Computing or Tech,IT Consultant ,90000,United states,Colorado Springs,31 - 40 years,31 - 40 years,College degree,Man,White
15090,25-34,Nonprofits,Research Manager,62000,United states,New York,2 - 4 years,2 - 4 years,College degree,Man,"Hispanic, Latino, or Spanish origin"
15091,45-54,Computing or Tech,Information Security Officer,142000,United states,Seattle,21 - 30 years,5-7 years,Some college,Man,White
15092,35-44,Computing or Tech,Data Scientist II,154000,United states,Boston,5-7 years,5-7 years,PhD,Woman,White
15093,35-44,Education (Higher Education),Associate Librarian,90960,United states,Los Angeles,11 - 20 years,11 - 20 years,Master's degree,Man,White
15094,35-44,"Marketing, Advertising & PR",Senior consultant,68380,United kingdom,London,11 - 20 years,8 - 10 years,Master's degree,Woman,White
15095,25-34,Computing or Tech,Senior Director of Marketing,210000,United states,Boston,11 - 20 years,11 - 20 years,College degree,Woman,White
15096,25-34,Health care,Population Health Supervisor,74800,United states,Boston,5-7 years,5-7 years,College degree,Woman,White
15097,25-34,Government and Public Administration,Project Manager ,72500,United states,Chicago,8 - 10 years,8 - 10 years,College degree,Woman,"Asian or Asian American, Hispanic, Latino, or Spanish origin, White"
15098,18-24,Computing or Tech,Software engineer,160000,United states,New York City,1 year or less,1 year or less,College degree,Woman,Asian or Asian American
15099,35-44,Computing or Tech,Senior systems engineer,120000,United states,Santa Clara,8 - 10 years,8 - 10 years,College degree,Man,"Hispanic, Latino, or Spanish origin, White"
15100,35-44,Media & Digital,Video Producer ,79000,United states,Seattle,11 - 20 years,11 - 20 years,College degree,Man,"Native American or Alaska Native, White"
15101,35-44,Computing or Tech,Administration Director,105200,United kingdom,London,21 - 30 years,11 - 20 years,College degree,Woman,White
15102,25-34,Education (Higher Education),Assistant professor,72100,United states,Choose not to answer,2 - 4 years,2 - 4 years,PhD,Woman,Prefer Not to Say
15103,25-34,Computing or Tech,Senior Software Engineer,81530,United kingdom,Glasgow,5-7 years,5-7 years,College degree,Man,White
15104,35-44,Art & Design,Graphic Designer & Sign Fabrication,37440,United states,River Grove,21 - 30 years,11 - 20 years,Some college,Man,White
15105,25-34,Property or Construction,District Manager,93000,United states,Charlotte,5-7 years,1 year or less,Some college,Man,White
15106,25-34,Music Licensing,Music Coordinator,58000,United states,New York City,5-7 years,5-7 years,Master's degree,Man,White
15107,35-44,Computing or Tech,Technical Lead / Manager,218000,Switzerland,Zurich,11 - 20 years,11 - 20 years,College degree,Man,White
15108,35-44,Law,Attorney ,215000,United states,Los Angeles,21 - 30 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Asian or Asian American
15109,25-34,Sales,Assistant Sales Manager,29500,United states,Haverhill,11 - 20 years,8 - 10 years,College degree,Man,White
15110,35-44,Law,Legal director ,190000,United states,Washington,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
15111,25-34,Engineering or Manufacturing,Engineering Manager,122595,United states,Columbia,8 - 10 years,8 - 10 years,College degree,Man,White
15112,25-34,Government and Public Administration,Research Analyst,86000,United states,New York City,8 - 10 years,5-7 years,Master's degree,Woman,Asian or Asian American
15113,35-44,Property or Construction,Communications Specialist,49170,United kingdom,Ottawa,11 - 20 years,5-7 years,College degree,Woman,White
15114,25-34,Real Estate,"Manager, Business Operations",120000,United states,New York,5-7 years,2 - 4 years,College degree,Man,White
15115,25-34,Media & Digital,Associate Publisher,60000,United states,Remote,8 - 10 years,5-7 years,College degree,Woman,White
15116,35-44,Media & Digital,Features editor,80000,United states,Denver,11 - 20 years,11 - 20 years,College degree,Woman,White
15117,25-34,Government and Public Administration,Senior Analyst,68540,United kingdom,Montreal,5-7 years,5-7 years,Master's degree,Man,"Asian or Asian American, White"
15118,35-44,"Marketing, Advertising & PR",Brand Partnerships Marketing Manager,91000,United states,Atlanta,11 - 20 years,11 - 20 years,College degree,Woman,White
15119,25-34,Computing or Tech,staff software engineer,179000,United states,San Francisco,8 - 10 years,8 - 10 years,College degree,Non-binary,Asian or Asian American
15120,45-54,Health care,RN,93000,United states,Dallas,21 - 30 years,8 - 10 years,Master's degree,Woman,White
15121,25-34,Law,Counsel,172000,United states,Denver,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Man,White
15122,18-24,Property or Construction,Customer services coordinator,26300,United kingdom,Remote,5-7 years,2 - 4 years,High School,Woman,White
